unit_id,city_group,search_query,image_rank,image_url,source_url,title,local_path,download_success,error_x,file_exists,width,height,valid_image,error_y,caption,caption_dominant_emotion,awe,joy,sadness,fear,desire
15,Trading Cities 1,"surreal city architecture, marco, words, journey, another, joy atmosphere",2,https://img.freepik.com/premium-photo/surreal-city-poster_911712-9247.jpg?w=2000,https://www.freepik.com/premium-ai-image/surreal-city-poster_53203021.htm,Premium AI Image | surreal city poster,D:\Work\Workspace\Projects\Python\data-driven-surface\data\raw\scraped_images\15_Trading_Cities_1\img_02.jpg,True,,True,2000.0,2000.0,True,,fantasy city by the river,desire,0.0,0.0,0.0,0.0,1.0
15,Trading Cities 1,"surreal city architecture, marco, words, journey, another, joy atmosphere",3,https://thumbs.dreamstime.com/z/illustrations-surreal-cityscapes-futuristic-architecture-surreal-cityscapes-where-futuristic-architecture-meets-swirling-300978107.jpg,https://www.dreamstime.com/illustrations-surreal-cityscapes-futuristic-architecture-surreal-cityscapes-where-futuristic-architecture-meets-swirling-image300978107,"Illustrations that Surreal Cityscapes, Futuristic Architecture Stock ...",D:\Work\Workspace\Projects\Python\data-driven-surface\data\raw\scraped_images\15_Trading_Cities_1\img_03.jpg,True,,True,1600.0,1370.0,True,,a futuristic city with a hot balloon in the sky,neutral,0.0,0.0,0.0,0.0,0.0
16,Cities & Desire 5,"surreal city architecture, streets, dream, zobeide, woman, desire atmosphere",1,https://thumbs.dreamstime.com/b/woman-walks-down-cobblestone-street-lined-glowing-lanterns-buildings-surreal-colorful-cloud-filled-sky-stretches-above-396778848.jpg,https://www.dreamstime.com/woman-walks-down-cobblestone-street-lined-glowing-lanterns-buildings-surreal-colorful-cloud-filled-sky-stretches-above-image396778848,Woman Walks Down Cobblestone Street Lined with Glowing Lanterns ...,D:\Work\Workspace\Projects\Python\data-driven-surface\data\raw\scraped_images\16_Cities_&_Desire_5\img_01.jpg,True,,True,800.0,800.0,True,,a man walking down the street at night royalty illustration,neutral,0.0,0.0,0.0,0.0,0.0
16,Cities & Desire 5,"surreal city architecture, streets, dream, zobeide, woman, desire atmosphere",2,https://img.freepik.com/premium-photo/abstract-futuristic-city-concrete-neon-night-city-view-illumination-dark-street_948265-144020.jpg,https://www.freepik.com/photos/a-surreal-journey-through-streets,"98,000+ A Surreal Journey Through Streets Pictures",D:\Work\Workspace\Projects\Python\data-driven-surface\data\raw\scraped_images\16_Cities_&_Desire_5\img_02.jpg,True,,True,626.0,626.0,True,,a man walking down a city street at night,neutral,0.0,0.0,0.0,0.0,0.0
16,Cities & Desire 5,"surreal city architecture, streets, dream, zobeide, woman, desire atmosphere",3,https://img.freepik.com/premium-photo/abstract-futuristic-city-concrete-neon-night-city-view-illumination-dark-street_948265-144024.jpg,https://www.freepik.com/free-photos-vectors/a-surreal-journey-through-streets,A Surreal Journey Through Streets Images - Free Download on Freepik,D:\Work\Workspace\Projects\Python\data-driven-surface\data\raw\scraped_images\16_Cities_&_Desire_5\img_03.jpg,True,,True,626.0,626.0,True,,a man walking down a city street in the rain,neutral,0.0,0.0,0.0,0.0,0.0
17,Cities & Signs 4,"surreal city architecture, hypatia, language, know, entered, joy atmosphere",1,"https://images.nightcafe.studio/jobs/pkEwcynzHUqe1C70IMUx/pkEwcynzHUqe1C70IMUx--0--lj3jk_7.8125x-real-esrgan-x4-plus.jpg?tr=w-1600,c-at_max",https://creator.nightcafe.studio/creation/pkEwcynzHUqe1C70IMUx/architecture-of-surrealism,Architecture of Surrealism - Surreal Architecture of the Unc...,D:\Work\Workspace\Projects\Python\data-driven-surface\data\raw\scraped_images\17_Cities_&_Signs_4\img_01.jpg,True,,True,1600.0,1600.0,True,,a castle like structure floating in the water,awe,2.0,,,,
17,Cities & Signs 4,"surreal city architecture, hypatia, language, know, entered, joy atmosphere",2,https://assets.yellowtrace.com.au/wp-content/uploads/2016/08/Osaka-Skyline-Transformed-into-Surreal-Architectural-Vision-Yellowtrace-02.jpg,https://fity.club/lists/suggestions/City-Surreal-Architecture/,City Surreal Architecture,D:\Work\Workspace\Projects\Python\data-driven-surface\data\raw\scraped_images\17_Cities_&_Signs_4\img_02.jpg,True,,True,1400.0,785.0,True,,a large city with many buildings and a large spiral,neutral,0.0,0.0,0.0,0.0,0.0
17,Cities & Signs 4,"surreal city architecture, hypatia, language, know, entered, joy atmosphere",3,https://i.pinimg.com/originals/64/0f/f8/640ff83538db4907d40191cfadc01e20.jpg,https://www.pinterest.com/pin/surreal-city-art-poster-newworlds-art--1022669027866141628/,"Surreal City Art Poster - NewWorlds Art | City art, Art galleries ...",D:\Work\Workspace\Projects\Python\data-driven-surface\data\raw\scraped_images\17_Cities_&_Signs_4\img_03.jpg,True,,True,2048.0,2048.0,True,,a city with lots of buildings and lots of buildings,neutral,0.0,0.0,0.0,0.0,0.0
18,Thin Cities 3,"surreal city architecture, water, pipes, armilla, showers, neutral atmosphere",1,https://thumbs.dreamstime.com/b/step-surreal-as-transparent-pipe-unveils-dynamic-life-house-watch-awe-ai-generated-twists-310087481.jpg,https://www.dreamstime.com/step-surreal-as-transparent-pipe-unveils-dynamic-life-house-watch-awe-ai-generated-twists-image310087481,Step into the Surreal As a Transparent Pipe Unveils the Dynamic Life ...,D:\Work\Workspace\Projects\Python\data-driven-surface\data\raw\scraped_images\18_Thin_Cities_3\img_01.jpg,True,,True,800.0,800.0,True,,a room with a lot of furniture and a lot of windows,neutral,0.0,0.0,0.0,0.0,0.0
18,Thin Cities 3,"surreal city architecture, water, pipes, armilla, showers, neutral atmosphere",2,https://www.creativefabrica.com/wp-content/uploads/2023/05/07/Surreal-Cityscape-Graphic-69096209-1.png,https://www.creativefabrica.com/product/surreal-cityscape-graphic/,Surreal Cityscape Graphic · Creative Fabrica,D:\Work\Workspace\Projects\Python\data-driven-surface\data\raw\scraped_images\18_Thin_Cities_3\img_02.jpg,True,,True,1024.0,1538.0,True,,a city with lots of buildings and people on the water,neutral,0.0,0.0,0.0,0.0,0.0
18,Thin Cities 3,"surreal city architecture, water, pipes, armilla, showers, neutral atmosphere",3,https://thumbs.dreamstime.com/b/surreal-cityscape-water-reflection-glass-architecture-portrayal-modern-featuring-structures-reflections-artwork-366105027.jpg,https://www.dreamstime.com/surreal-cityscape-water-reflection-glass-architecture-portrayal-modern-featuring-structures-reflections-artwork-image366105027,Surreal Cityscape with Water Reflection and Glass Architecture Stock ...,D:\Work\Workspace\Projects\Python\data-driven-surface\data\raw\scraped_images\18_Thin_Cities_3\img_03.jpg,True,,True,800.0,533.0,True,,a citysca with skyscrapers and buildings in the background,neutral,0.0,0.0,0.0,0.0,0.0
19,Trading Cities 2,"surreal city architecture, streets, eyes, along, chloe, neutral atmosphere",1,https://thumbs.dreamstime.com/b/surreal-urban-landscape-giant-eye-overlooking-city-streets-surreal-urban-landscape-giant-eye-overlooking-city-streets-366199537.jpg?w=576,https://www.dreamstime.com/surreal-urban-landscape-giant-eye-overlooking-city-streets-surreal-urban-landscape-giant-eye-overlooking-city-streets-image366199537,Surreal Urban Landscape with Giant Eye Overlooking City Streets Stock ...,D:\Work\Workspace\Projects\Python\data-driven-surface\data\raw\scraped_images\19_Trading_Cities_2\img_01.jpg,True,,True,576.0,1027.0,True,,an eye in the middle of a city,neutral,0.0,0.0,0.0,0.0,0.0
19,Trading Cities 2,"surreal city architecture, streets, eyes, along, chloe, neutral atmosphere",2,https://img.freepik.com/premium-photo/surreal-streets-city-structure_1015255-154768.jpg?w=900,https://www.freepik.com/premium-ai-image/surreal-streets-city-structure_279363907.htm,Surreal streets city structure in the | Premium AI-generated image,D:\Work\Workspace\Projects\Python\data-driven-surface\data\raw\scraped_images\19_Trading_Cities_2\img_02.jpg,True,,True,692.0,900.0,True,,a futuristic city with a futuristic building and a futuristic car,neutral,0.0,0.0,0.0,0.0,0.0
19,Trading Cities 2,"surreal city architecture, streets, eyes, along, chloe, neutral atmosphere",3,https://img.freepik.com/premium-photo/abstract-futuristic-city-concrete-neon-night-city-view-illumination-dark-street_948265-144020.jpg,https://www.freepik.com/photos/a-surreal-journey-through-streets,"98,000+ A Surreal Journey Through Streets Pictures",D:\Work\Workspace\Projects\Python\data-driven-surface\data\raw\scraped_images\19_Trading_Cities_2\img_03.jpg,True,,True,626.0,626.0,True,,a man walking down a city street at night,neutral,0.0,0.0,0.0,0.0,0.0
20,Cities & Eyes 1,"surreal city architecture, mirror, valdrada, above, know, fear atmosphere",1,https://thumbs.dreamstime.com/b/surreal-city-glass-mirrors-futuristic-reflective-architecture-visually-stunning-ai-generated-concept-art-385509893.jpg,https://www.dreamstime.com/surreal-city-glass-mirrors-futuristic-reflective-architecture-visually-stunning-ai-generated-concept-art-image385509893,Surreal City of Glass and Mirrors â€ Futuristic Reflective Architecture ...,D:\Work\Workspace\Projects\Python\data-driven-surface\data\raw\scraped_images\20_Cities_&_Eyes_1\img_01.jpg,True,,True,800.0,449.0,True,,a citysca with many glass buildings and a cloudy sky,neutral,0.0,0.0,0.0,0.0,0.0
20,Cities & Eyes 1,"surreal city architecture, mirror, valdrada, above, know, fear atmosphere",2,https://img.freepik.com/premium-photo/surrealism-floating-city-mirroring-inverted-sky-clouds-cityscape-mirrorlike-illusion_74054-16137.jpg?w=2000,https://www.freepik.com/premium-ai-image/surrealism-floating-city-mirroring-inverted-sky-clouds-cityscape-mirrorlike-illusion_283969960.htm,Surrealism of a floating city mirroring an inverted sky clouds below ...,D:\Work\Workspace\Projects\Python\data-driven-surface\data\raw\scraped_images\20_Cities_&_Eyes_1\img_02.jpg,True,,True,2000.0,1121.0,True,,a city in the clouds,neutral,0.0,0.0,0.0,0.0,0.0
20,Cities & Eyes 1,"surreal city architecture, mirror, valdrada, above, know, fear atmosphere",3,https://thumbs.dreamstime.com/b/surreal-city-glass-mirrors-futuristic-reflective-architecture-visually-stunning-ai-generated-concept-art-385509886.jpg?w=992,https://www.dreamstime.com/surreal-city-glass-mirrors-futuristic-reflective-architecture-visually-stunning-ai-generated-concept-art-image385509886,Surreal City of Glass and Mirrors â€ Futuristic Reflective Architecture ...,D:\Work\Workspace\Projects\Python\data-driven-surface\data\raw\scraped_images\20_Cities_&_Eyes_1\img_03.jpg,True,,True,992.0,556.0,True,,a cityscape with skyscrapers and buildings reflected in glass,neutral,0.0,0.0,0.0,0.0,0.0
21,Cities & Signs 5,"surreal city architecture, words, olivia, describe, never, neutral atmosphere",1,https://i.pinimg.com/736x/8f/bb/a7/8fbba71fe16218a463d687537423ca3a.jpg,https://www.pinterest.com/pin/459507968260299110/,"Pin by Richard on Futuristické mesto in 2025 | Surreal art, Surrealism ...",D:\Work\Workspace\Projects\Python\data-driven-surface\data\raw\scraped_images\21_Cities_&_Signs_5\img_01.jpg,True,,True,736.0,1104.0,True,,a futuristic city with a floating island in the middle,desire,0.0,0.0,0.0,0.0,1.0
21,Cities & Signs 5,"surreal city architecture, words, olivia, describe, never, neutral atmosphere",2,https://img.freepik.com/premium-photo/surreal-city-poster_911712-9247.jpg?w=2000,https://www.freepik.com/premium-ai-image/surreal-city-poster_53203021.htm,Premium AI Image | surreal city poster,D:\Work\Workspace\Projects\Python\data-driven-surface\data\raw\scraped_images\21_Cities_&_Signs_5\img_02.jpg,True,,True,2000.0,2000.0,True,,fantasy city by the river,desire,0.0,0.0,0.0,0.0,1.0
21,Cities & Signs 5,"surreal city architecture, words, olivia, describe, never, neutral atmosphere",3,https://images.fineartamerica.com/images/artworkimages/mediumlarge/3/trippy-city-surreal-metropolis-brandwayart.jpg,https://fineartamerica.com/featured/trippy-city-surreal-metropolis-brandwayart.html,Trippy City - Surreal Metropolis Digital Art by BrandwayArt - Fine Art ...,D:\Work\Workspace\Projects\Python\data-driven-surface\data\raw\scraped_images\21_Cities_&_Signs_5\img_03.jpg,True,,True,900.0,900.0,True,,a painting of a city with a train going through it,neutral,0.0,0.0,0.0,0.0,0.0
22,Thin Cities 4,"surreal city architecture, half, sophronia, roller, coaster, fear atmosphere",1,https://i.pinimg.com/550x/bc/2c/94/bc2c94bbaeeba538507b8e59a9a982e5.jpg,https://www.pinterest.com/pin/289989663478219352/,Sophronia The city of Sophronia is made up of two half-cities. In one ...,D:\Work\Workspace\Projects\Python\data-driven-surface\data\raw\scraped_images\22_Thin_Cities_4\img_01.jpg,True,,True,550.0,833.0,True,,a painting of a tower,awe,2.0,,,,
22,Thin Cities 4,"surreal city architecture, half, sophronia, roller, coaster, fear atmosphere",2,https://assets.yellowtrace.com.au/wp-content/uploads/2016/08/Osaka-Skyline-Transformed-into-Surreal-Architectural-Vision-Yellowtrace-02.jpg,https://fity.club/lists/suggestions/City-Surreal-Architecture/,City Surreal Architecture,D:\Work\Workspace\Projects\Python\data-driven-surface\data\raw\scraped_images\22_Thin_Cities_4\img_02.jpg,True,,True,1400.0,785.0,True,,a large city with many buildings and a large spiral,neutral,0.0,0.0,0.0,0.0,0.0
22,Thin Cities 4,"surreal city architecture, half, sophronia, roller, coaster, fear atmosphere",3,https://images.fineartamerica.com/images/artworkimages/mediumlarge/3/surreal-scary-living-city-architecture-11-matthias-hauser.jpg,https://fineartamerica.com/featured/surreal-scary-living-city-architecture-11-matthias-hauser.html,Surreal Scary Living City Architecture 11 Digital Art by Matthias ...,D:\Work\Workspace\Projects\Python\data-driven-surface\data\raw\scraped_images\22_Thin_Cities_4\img_03.jpg,True,,True,599.0,900.0,True,,a futuristic city with a futuristic building in the background,neutral,0.0,0.0,0.0,0.0,0.0
23,Trading Cities 3,"surreal city architecture, eutropia, another, empty, life, sadness atmosphere",1,https://i.pinimg.com/736x/8f/bb/a7/8fbba71fe16218a463d687537423ca3a.jpg,https://www.pinterest.com/pin/459507968260299110/,"Pin by Richard on Futuristické mesto in 2025 | Surreal art, Surrealism ...",D:\Work\Workspace\Projects\Python\data-driven-surface\data\raw\scraped_images\23_Trading_Cities_3\img_01.jpg,True,,True,736.0,1104.0,True,,a futuristic city with a floating island in the middle,desire,0.0,0.0,0.0,0.0,1.0
23,Trading Cities 3,"surreal city architecture, eutropia, another, empty, life, sadness atmosphere",2,https://thumbs.dreamstime.com/z/illustrations-surreal-cityscapes-futuristic-architecture-surreal-cityscapes-where-futuristic-architecture-meets-swirling-300978107.jpg,https://www.dreamstime.com/illustrations-surreal-cityscapes-futuristic-architecture-surreal-cityscapes-where-futuristic-architecture-meets-swirling-image300978107,"Illustrations that Surreal Cityscapes, Futuristic Architecture Stock ...",D:\Work\Workspace\Projects\Python\data-driven-surface\data\raw\scraped_images\23_Trading_Cities_3\img_02.jpg,True,,True,1600.0,1370.0,True,,a futuristic city with a hot balloon in the sky,neutral,0.0,0.0,0.0,0.0,0.0
23,Trading Cities 3,"surreal city architecture, eutropia, another, empty, life, sadness atmosphere",3,https://i.pinimg.com/736x/d5/cd/e8/d5cde873f64e028fe23ecdacaa917858.jpg,https://www.pinterest.com/pin/surrealism-architecture-mindbending-structures-showcase--1085789791399628941/,Surrealism Architecture: Mind-Bending Structures Showcase,D:\Work\Workspace\Projects\Python\data-driven-surface\data\raw\scraped_images\23_Trading_Cities_3\img_03.jpg,True,,True,736.0,736.0,True,,a building with a large white structure on top,neutral,0.0,0.0,0.0,0.0,0.0
24,Cities & Eyes 2,"surreal city architecture, zemrude, along, gaze, mood, neutral atmosphere",1,http://static1.squarespace.com/static/53e98d6fe4b0575d7db2857e/56b3d5acb654f9d9005a38d7/5cabea72ee6eb0508d874fcc/1637339201163/ZEMRUDE_57+x+146.58.jpg?format=1500w,https://karinapuente.com/shop/zemrude-city,Zemrude City - Invisible Cities | Karina Puente,D:\Work\Workspace\Projects\Python\data-driven-surface\data\raw\scraped_images\24_Cities_&_Eyes_2\img_01.jpg,True,,True,1500.0,583.0,True,,a black and white illustration of a city with lots of buildings,neutral,0.0,0.0,0.0,0.0,0.0
24,Cities & Eyes 2,"surreal city architecture, zemrude, along, gaze, mood, neutral atmosphere",2,https://assets.yellowtrace.com.au/wp-content/uploads/2016/08/Osaka-Skyline-Transformed-into-Surreal-Architectural-Vision-Yellowtrace-02.jpg,https://fity.club/lists/suggestions/City-Surreal-Architecture/,City Surreal Architecture,D:\Work\Workspace\Projects\Python\data-driven-surface\data\raw\scraped_images\24_Cities_&_Eyes_2\img_02.jpg,True,,True,1400.0,785.0,True,,a large city with many buildings and a large spiral,neutral,0.0,0.0,0.0,0.0,0.0
24,Cities & Eyes 2,"surreal city architecture, zemrude, along, gaze, mood, neutral atmosphere",3,https://imgcdn.stablediffusionweb.com/2024/10/31/32f06d41-e6d7-4484-a3f8-8eed53ee9fc7.jpg,https://stablediffusionweb.com/image/21407698-bending-city-with-surreal-architecture,Bending City with Surreal Architecture | Stable Diffusion Online,D:\Work\Workspace\Projects\Python\data-driven-surface\data\raw\scraped_images\24_Cities_&_Eyes_2\img_03.jpg,True,,True,1024.0,1024.0,True,,a street scene with colorful graffiti art,joy,0.0,1.0,0.0,0.0,0.0
25,Cities & Names 1,"surreal city architecture, aglaura, khan, grow, exist, joy atmosphere",1,https://i.pinimg.com/736x/8f/bb/a7/8fbba71fe16218a463d687537423ca3a.jpg,https://www.pinterest.com/pin/459507968260299110/,"Pin by Richard on Futuristické mesto in 2025 | Surreal art, Surrealism ...",D:\Work\Workspace\Projects\Python\data-driven-surface\data\raw\scraped_images\25_Cities_&_Names_1\img_01.jpg,True,,True,736.0,1104.0,True,,a futuristic city with a floating island in the middle,desire,0.0,0.0,0.0,0.0,1.0
25,Cities & Names 1,"surreal city architecture, aglaura, khan, grow, exist, joy atmosphere",2,https://assets.yellowtrace.com.au/wp-content/uploads/2016/08/Osaka-Skyline-Transformed-into-Surreal-Architectural-Vision-Yellowtrace-02.jpg,https://fity.club/lists/suggestions/City-Surreal-Architecture/,City Surreal Architecture,D:\Work\Workspace\Projects\Python\data-driven-surface\data\raw\scraped_images\25_Cities_&_Names_1\img_02.jpg,True,,True,1400.0,785.0,True,,a large city with many buildings and a large spiral,neutral,0.0,0.0,0.0,0.0,0.0
25,Cities & Names 1,"surreal city architecture, aglaura, khan, grow, exist, joy atmosphere",3,"https://images.nightcafe.studio/jobs/8hRdyHF1GJsw08WzRBO2/8hRdyHF1GJsw08WzRBO2--0--3tglv.jpg?tr=w-1600,c-at_max",https://creator.nightcafe.studio/creation/8hRdyHF1GJsw08WzRBO2/crazy-building-abstract-art-many-shapes-and-sizes-colorfulplaced-with-many-other-buildings-that-were,Breathtaking Surrealist Cityscape in Vibrant Photo... - AI Art,D:\Work\Workspace\Projects\Python\data-driven-surface\data\raw\scraped_images\25_Cities_&_Names_1\img_03.jpg,True,,True,1024.0,768.0,True,,a city with many buildings and people walking around,neutral,0.0,0.0,0.0,0.0,0.0
26,Thin Cities 5,"surreal city architecture, below, hundreds, choose, believe, fear atmosphere",1,https://img.freepik.com/premium-photo/surreal-cityscape-with-buildings-floating-clouds_14117-278891.jpg?w=2000,https://www.freepik.com/premium-ai-image/surreal-cityscape-with-buildings-floating-clouds_183461395.htm,Premium Photo | Surreal cityscape with buildings floating in the clouds,D:\Work\Workspace\Projects\Python\data-driven-surface\data\raw\scraped_images\26_Thin_Cities_5\img_01.jpg,True,,True,2000.0,1121.0,True,,a city in the clouds with a reflection,neutral,0.0,0.0,0.0,0.0,0.0
26,Thin Cities 5,"surreal city architecture, below, hundreds, choose, believe, fear atmosphere",2,https://assets.yellowtrace.com.au/wp-content/uploads/2016/08/Osaka-Skyline-Transformed-into-Surreal-Architectural-Vision-Yellowtrace-02.jpg,https://fity.club/lists/suggestions/City-Surreal-Architecture/,City Surreal Architecture,D:\Work\Workspace\Projects\Python\data-driven-surface\data\raw\scraped_images\26_Thin_Cities_5\img_02.jpg,True,,True,1400.0,785.0,True,,a large city with many buildings and a large spiral,neutral,0.0,0.0,0.0,0.0,0.0
26,Thin Cities 5,"surreal city architecture, below, hundreds, choose, believe, fear atmosphere",3,https://thumbs.dreamstime.com/b/surreal-dream-city-gravity-defying-buildings-sky-explore-stunning-floating-clouds-creating-ethereal-366425328.jpg,https://www.dreamstime.com/surreal-dream-city-gravity-defying-buildings-sky-explore-stunning-floating-clouds-creating-ethereal-image366425328,Surreal Dream City with Gravity Defying Buildings in the Sky Stock ...,D:\Work\Workspace\Projects\Python\data-driven-surface\data\raw\scraped_images\26_Thin_Cities_5\img_03.jpg,True,,True,800.0,449.0,True,,a city in the clouds with a hot balloon floating above it,desire,0.0,0.0,0.0,0.0,1.0
27,Trading Cities 4,"surreal city architecture, houses, strings, ersilia, relationships, neutral atmosphere",1,https://energy-cities.eu/wp-content/uploads/2023/09/graftingcities_seperateimages_ersilia-716x900.png,https://energy-cities.eu/travel-to-ersilia-where-people-relations-are-more-real-than-buildings/,"Travel to Ersilia, where people relations are more real than buildings ...",D:\Work\Workspace\Projects\Python\data-driven-surface\data\raw\scraped_images\27_Trading_Cities_4\img_01.jpg,True,,True,716.0,900.0,True,,a drawing of a building with a person standing in front of it,neutral,0.0,0.0,0.0,0.0,0.0
27,Trading Cities 4,"surreal city architecture, houses, strings, ersilia, relationships, neutral atmosphere",2,https://assets.yellowtrace.com.au/wp-content/uploads/2016/08/Osaka-Skyline-Transformed-into-Surreal-Architectural-Vision-Yellowtrace-02.jpg,https://fity.club/lists/suggestions/City-Surreal-Architecture/,City Surreal Architecture,D:\Work\Workspace\Projects\Python\data-driven-surface\data\raw\scraped_images\27_Trading_Cities_4\img_02.jpg,True,,True,1400.0,785.0,True,,a large city with many buildings and a large spiral,neutral,0.0,0.0,0.0,0.0,0.0
27,Trading Cities 4,"surreal city architecture, houses, strings, ersilia, relationships, neutral atmosphere",3,https://i.pinimg.com/originals/64/0f/f8/640ff83538db4907d40191cfadc01e20.jpg,https://www.pinterest.com/pin/surreal-city-art-poster-newworlds-art--1022669027866141628/,"Surreal City Art Poster - NewWorlds Art | City art, Art galleries ...",D:\Work\Workspace\Projects\Python\data-driven-surface\data\raw\scraped_images\27_Trading_Cities_4\img_03.jpg,True,,True,2048.0,2048.0,True,,a city with lots of buildings and lots of buildings,neutral,0.0,0.0,0.0,0.0,0.0
28,Cities & Eyes 3,"surreal city architecture, baucis, ground, inhabitants, earth, fear atmosphere",1,https://thumbs.dreamstime.com/b/futuristic-cityscape-organic-architecture-surreal-environment-366084415.jpg,https://www.dreamstime.com/futuristic-cityscape-organic-architecture-surreal-environment-image366084415,Futuristic Cityscape with Organic Architecture in a Surreal Environment ...,D:\Work\Workspace\Projects\Python\data-driven-surface\data\raw\scraped_images\28_Cities_&_Eyes_3\img_01.jpg,True,,True,800.0,800.0,True,,a futuristic city with a lot of buildings,neutral,0.0,0.0,0.0,0.0,0.0
28,Cities & Eyes 3,"surreal city architecture, baucis, ground, inhabitants, earth, fear atmosphere",2,https://cdna.artstation.com/p/assets/images/images/030/695/168/large/igor-olszewski-received-1010622509454470.jpg?1601382071,https://www.artstation.com/artwork/68B0Aw,ArtStation - Surreal city,D:\Work\Workspace\Projects\Python\data-driven-surface\data\raw\scraped_images\28_Cities_&_Eyes_3\img_02.jpg,True,,True,1920.0,2712.0,True,,a painting of a tower with many different buildings,awe,2.0,,,,
28,Cities & Eyes 3,"surreal city architecture, baucis, ground, inhabitants, earth, fear atmosphere",3,https://img.freepik.com/fotos-premium/fantastic-beautiful-architecture-surreal-incredible-buildings-amazing-futuristic-city-buildings-3d-arquitetura-fantastica-bonita-surrealista-edificios-incriveis-edificios-futuristas-edificios-da-cidade-3d_162695-13150.jpg?w=2000,https://br.freepik.com/fotos-premium/fantastic-beautiful-architecture-surreal-incredible-buildings-amazing-futuristic-city-buildings-3d-arquitetura-fantastica-bonita-surrealista-edificios-incriveis-edificios-futuristas-edificios-da-cidade-3d_152748466.htm,Fantastic Beautiful Architecture Surreal Incredible Buildings Amazing ...,D:\Work\Workspace\Projects\Python\data-driven-surface\data\raw\scraped_images\28_Cities_&_Eyes_3\img_03.jpg,True,,True,2000.0,1333.0,True,,a very unusual house,neutral,0.0,0.0,0.0,0.0,0.0
29,Cities & Names 2,"surreal city architecture, houses, penates, lares, leandra, joy atmosphere",1,https://kostyal.com/wp-content/uploads/2016/05/Tibor-Gayor_Red-II_2003_Aluminium_140-x-89-x-93-cm-1365x2048.jpg,https://kostyal.com/exhibitions/lares-et-penates/,Lares et Penates – Carl Kostyál,D:\Work\Workspace\Projects\Python\data-driven-surface\data\raw\scraped_images\29_Cities_&_Names_2\img_01.jpg,True,,True,1365.0,2048.0,True,,a red triangle hanging on a wooden wall,neutral,0.0,0.0,0.0,0.0,0.0
29,Cities & Names 2,"surreal city architecture, houses, penates, lares, leandra, joy atmosphere",2,https://kostyal.com/wp-content/uploads/2016/05/160521-Gayor-web-35-1365x2048.jpg,https://kostyal.com/exhibitions/lares-et-penates/,Lares et Penates – Carl Kostyál,D:\Work\Workspace\Projects\Python\data-driven-surface\data\raw\scraped_images\29_Cities_&_Names_2\img_02.jpg,True,,True,1365.0,2048.0,True,,a red sculpture in a room with a fireplace,neutral,0.0,0.0,0.0,0.0,0.0
29,Cities & Names 2,"surreal city architecture, houses, penates, lares, leandra, joy atmosphere",3,https://kostyal.com/wp-content/uploads/2016/05/160521-Gayor-web-31-2048x1365.jpg,https://kostyal.com/exhibitions/lares-et-penates/,Lares et Penates – Carl Kostyál,D:\Work\Workspace\Projects\Python\data-driven-surface\data\raw\scraped_images\29_Cities_&_Names_2\img_03.jpg,True,,True,2048.0,1365.0,True,,a room with a fireplace and a large wall,neutral,0.0,0.0,0.0,0.0,0.0
30,Cities & The Dead 1,"surreal city architecture, marco, polo, venice, kublai, joy atmosphere",1,https://img.freepik.com/premium-photo/surrealist-venice-melting-clocks-floating-masks_740543-6923.jpg?w=996,https://www.freepik.com/premium-ai-image/surrealist-venice-melting-clocks-floating-masks_250357080.htm,Surrealist Venice Melting Clocks and Floating Masks | Premium AI ...,D:\Work\Workspace\Projects\Python\data-driven-surface\data\raw\scraped_images\30_Cities_&_The_Dead_1\img_01.jpg,True,,True,996.0,996.0,True,,a clock tower with boats in the water,awe,2.0,,,,
30,Cities & The Dead 1,"surreal city architecture, marco, polo, venice, kublai, joy atmosphere",2,https://aiartshop.com/cdn/shop/files/venice-palace-ai-painting-540.webp?v=1707018653,https://aiartshop.com/products/venice-palace,"Venice, Palace, Surreal, Whimsical, Gondola, Fantastical, Vibrant,",D:\Work\Workspace\Projects\Python\data-driven-surface\data\raw\scraped_images\30_Cities_&_The_Dead_1\img_02.jpg,True,,True,1024.0,1024.0,True,,a painting of a house on the water,neutral,0.0,0.0,0.0,0.0,0.0
31,Trading Cities 5,"surreal city architecture, routes, streets, esmeralda, network, joy atmosphere",1,https://img.freepik.com/premium-photo/surreal-streets-city-structure_1015255-154768.jpg?w=900,https://www.freepik.com/premium-ai-image/surreal-streets-city-structure_279363907.htm,Surreal streets city structure in the | Premium AI-generated image,D:\Work\Workspace\Projects\Python\data-driven-surface\data\raw\scraped_images\31_Trading_Cities_5\img_01.jpg,True,,True,692.0,900.0,True,,a futuristic city with a futuristic building and a futuristic car,neutral,0.0,0.0,0.0,0.0,0.0
31,Trading Cities 5,"surreal city architecture, routes, streets, esmeralda, network, joy atmosphere",2,https://img.freepik.com/premium-photo/abstract-futuristic-city-concrete-neon-night-city-view-illumination-dark-street_948265-144020.jpg,https://www.freepik.com/photos/a-surreal-journey-through-streets,"98,000+ A Surreal Journey Through Streets Pictures",D:\Work\Workspace\Projects\Python\data-driven-surface\data\raw\scraped_images\31_Trading_Cities_5\img_02.jpg,True,,True,626.0,626.0,True,,a man walking down a city street at night,neutral,0.0,0.0,0.0,0.0,0.0
